"Model","Unit","Lesson","Word (EN)","Description (EN)","Word (ES)","Description (ES)"
"Grade 8",1,4,"Weight","A response of mass to the pull of gravity.","Peso","Una respuesta de masa al jalón de la gravedad."
"Grade 8",1,5,"Mass","The amount of matter in a substance.","Masa","La cantidad de materia en una sustancia."
"Grade 8",1,5,"Force","A push or pull used to lift something, start it moving, or hold it in place against another force, such as gravity.","Fuerza","Una empujón o jalón usado para levantar algo, empezarlo a mover, o permanecer en un lugar en contra de otra fuerza, como la gravedad."
"Grade 8",1,5,"Gravity","A force by which a planet or other body draws objects toward its center. The force of gravity keeps all of the planets in orbit around the Sun.","Gravedad","Una fuerza por la cual un planeta u otro cuerpo atrae objetos hacia su centro. La fuerza de gravedad retiene a todos los planetas en órbita alrededor del sol."
"Grade 8",1,6,"Velocity","The speed of something in a given direction","",""
"Grade 8",1,7,"Solar system","A central star with its associated planets, satellites (moons), and other orbiting bodies","",""
"Grade 8",1,7,"Galaxy","A huge collection of gas, dust, and billions of stars and their solar systems","",""
"Grade 8",1,11,"Deep time","The multimillion-year timeframe within which scientists believe the Earth has existed and which is supported by the observation of natural, mostly geological, phenomena.","Tiempo profundo","El marco del tiempo en que los científicos creen que la Tierra ha existido y el cual esta apoyado por la observación natural, en la mayoría geológica."
"Grade 8",1,11,"Geologic time scale","A system of chronological measurement that relates stratigraphy to time and is used by geologists, paleontologists, and other Earth scientists to describe the timing and relationships between events that have occurred throughout Earth`s history.","Escala de tiempo geológica","Un sistema de medida cronólogica que relaciona la estratigrafía con el tiempo y es usado por geólogos, paleontólogos, y otros científicos de la Tierra para describir el tiempo y las relaciones entre eventos que han ocurrido durante la historia de la Tierra."
"Grade 8",1,12,"Deep time","The multimillion-year timeframe within which scientists believe the Earth has existed and which is supported by the observation of natural, mostly geological, phenomena.","Tiempo profundo","El marco del tiempo en que los científicos creen que la Tierra ha existido y el cual esta apoyado por la observación natural, en la mayoría geológica."
"Grade 8",1,12,"Geologic time scale","A system of chronological measurement that relates stratigraphy to time and is used by geologists, paleontologists, and other Earth scientists to describe the timing and relationships between events that have occurred throughout Earth`s history.","Escala de tiempo geológica","Un sistema de medida cronólogica que relaciona la estratigrafía con el tiempo y es usado por geólogos, paleontólogos, y otros científicos de la Tierra para describir el tiempo y las relaciones entre eventos que han ocurrido durante la historia de la Tierra."
"Grade 8",1,13,"Absolute dating","The science of assigning specific, or absolute, numbers to past events. This may include an actual date or a range of dates.","Datación absoluta","La ciencia de asignar números específicos, o absolutos a eventos que ocurrieron en el pasado. Puede incluir una fecha o un rango de fechas."
"Grade 8",1,13,"Geochronology","A field of science in which Earth scientists assign an age to materials like rocks, minerals, and so on.","Geocronología","Un campo de la ciencia en la que los científicos de la Tierra asignan una edad a materiales como rocas, minerales, etcétera."
"Grade 8",1,13,"Index fossils","The particular fossils used to define a period of geologic time. To be used this way, a fossil needs to be distinctive, widespread, abundant, and limited in geologic time.","Índices fósiles","Los fósiles particulares usados para definir un periodo de tiempo geológico. Para ser usado de esta manera, un fósil necesita ser distintivo, extendido, abundante, y limitado en un tiempo geológico."
"Grade 8",1,13,"Law of superposition","The assumption that, unless something has happened, in a sequence of sedimentary rock layers, the newer rock layers will be on top of the older ones.","Ley de superposición","La suposición de, al menos que algo haya ocurrido, en una secuencia de capas de rocas sedimentarias, las nuevas capas de roca estaran encima de las capas mas viejas."
"Grade 8",1,13,"Radiometric dating","The measurement of the rate of decay in unstable, or radioactive, isotopes to establish the numeric age or age range of an element within a rock layer.","Datación radiométrica","La medición del índice de decaimiento en isótopos inestables o radioactivos, para establecer la edad númerica o el rango númerico de un elemento dentro de una capa de roca."
"Grade 8",1,13,"Relative dating","The science of determining the relative order of past events (e.g., the age of an object in comparison to another).","Datación relativa","La ciencia de determinar el orden relativo de eventos pasados (por ejemplo, la edad de un objeto en comparación a otro)."
"Grade 8",1,13,"Stratigraphy","The study and interpretation of layers of rock deposited or formed over time. These layers can be examined to determine their material and age.","Estratigrafía","El estudio y la interpretación de capas de roca depositados o formados con el tiempo. Estas capas pueden ser examinadas para determinar el material y la edad."
"Grade 8",1,14,"Iridium","A very rare chemical element. It is uncommon on Earth but much more common in meteors and other bodies in the solar system than most common Earth rocks.","",""
"Grade 8",1,14,"Fossil","Any remains, impression, or trace of a living thing from a former geologic age, such as a skeleton, footprint, or similar.","Fósil","Restos, impresiones, o rastro de un ser vivo de una era geológica antigua, cómo esqueletos, huellas, o rastros similares."
"Grade 8",1,14,"Sediment","A naturally-occurring material that is broken down by weathering and erosion and is subsequently transported by the actions of wind, water, or ice and/or by the force of gravity acting on the particles.","Sedimento","Un material que ocurre naturalmente que es descompuesto por el clima y la erosión y posteriormente es transportado por las acciones del viento, agua, o hielo y/o la fuerza de gravedad actuando en las partículas."
"Grade 8",1,15,"Acceleration","The rate of change of the speed of an object.","Aceleración","El cambio en el ritmo de la velocidad de un objeto."
"Grade 8",1,15,"Asteroid","One of the many small celestial bodies revolving around the Sun, most of the orbits being between those of Mars and Jupiter.","Asteroide","Una de los muchos cuerpos celestiales girando alrededor del sol, la mayoría de las órbitas siendo esas entre Marte y Júpiter."
"Grade 8",1,15,"Force","A push or pull used to lift something, start it moving, or hold it in place against another force, such as gravity.","Fuerza","Una empujón o jalón usado para levantar algo, empezarlo a mover, o permanecer en un lugar en contra de otra fuerza, como la gravedad."
"Grade 8",1,15,"Mass","The amount of matter in a substance.","Masa","La cantidad de materia en una sustancia."
"Grade 8",1,15,"Newton`s First Law of Motion","A body at rest will remain at rest unless an outside force acts on it, and a body in motion at a constant velocity will remain in motion in a straight line unless acted upon by an outside force. No Forces = No Change in Motion.","La Primera Ley de Movimiento de Newton","Un objeto permanecerá en reposo al menos que una fuerza externa actúe sobre él, y un cuerpo en movimiento a una velocidad constante permanecera en movimiento en una linea recta al menos que una fuerza externa actÏe sobre él. Ninguna Fuerza = Ningun Cambio en Movimiento."
"Grade 8",1,15,"Newton`s Second Law of Motion","If an unbalanced force acts on a body, that body will experience acceleration (or deceleration), or a change of speed.","La Segunda Ley de Movimiento de Newton","Si una fuerza desbalanceada actÏa sobre un cuerpo, el cuerpo experimentara aceleración (o decelaración), o un cambio en velocidad."
"Grade 8",1,15,"Newton`s Third Law of Motion","For every action, there is an equal and opposite reaction.","La Tercera Ley De Movimiento de Newton","Por cada acción existe una reacción igual y opuesta."
"Grade 8",1,16,"Newton`s Third Law of Motion","For every action, there is an equal and opposite reaction.","La Tercera Ley De Movimiento de Newton","Por cada acción existe una reacción igual y opuesta."
"Grade 8",1,17,"Acceleration","The rate of change of the speed of an object.","Aceleración","El cambio en el ritmo de la velocidad de un objeto."
"Grade 8",1,17,"Asteroid","One of the many small celestial bodies revolving around the Sun, most of the orbits being between those of Mars and Jupiter.","Asteroide","Una de los muchos cuerpos celestiales girando alrededor del sol, la mayoría de las órbitas siendo esas entre Marte y Júpiter."
"Grade 8",1,17,"Force","A push or pull used to lift something, start it moving, or hold it in place against another force, such as gravity.","Fuerza","Una empujón o jalón usado para levantar algo, empezarlo a mover, o permanecer en un lugar en contra de otra fuerza, como la gravedad."
"Grade 8",1,17,"Mass","The amount of matter in a substance.","Masa","La cantidad de materia en una sustancia."
"Grade 8",1,17,"Meteoroid","A solid object moving in interplanetary space, of a size considerably smaller than an asteroid and considerably larger than an atom or molecule. A meteoroid becomes a meteor when it enters the Earth`s atmosphere.","Meteoroide","Un objeto sólido moviendose en espacio interplanetario, de un tamaño considerablemente más pequeño que un asteroide y considerablemente más grande que un átomo o molécula. Un meteroide se convierte en meteoro cuando entra a la atmósfera de la Tierra."
"Grade 8",1,17,"Newton`s First Law of Motion","A body at rest will remain at rest unless an outside force acts on it, and a body in motion at a constant velocity will remain in motion in a straight line unless acted upon by an outside force. No Forces = No Change in Motion.","La Primera Ley de Movimiento de Newton","Un objeto permanecerá en reposo al menos que una fuerza externa actúe sobre él, y un cuerpo en movimiento a una velocidad constante permanecera en movimiento en una linea recta al menos que una fuerza externa actÏe sobre él. Ninguna Fuerza = Ningun Cambio en Movimiento."
"Grade 8",1,17,"Newton`s Second Law of Motion","If an unbalanced force acts on a body, that body will experience acceleration (or deceleration), or a change of speed.","La Segunda Ley de Movimiento de Newton","Si una fuerza desbalanceada actÏa sobre un cuerpo, el cuerpo experimentara aceleración (o decelaración), o un cambio en velocidad."
"Grade 8",1,17,"Newton`s Third Law of Motion","For every action, there is an equal and opposite reaction.","La Tercera Ley De Movimiento de Newton","Por cada acción existe una reacción igual y opuesta."
"Grade 8",1,18,"Scientific programming","The practice of solving scientific problems with the help of computers to obtain results more quickly and accurately.","Programación científica","La práctica de resolver problemas científicos con la ayuda de computadoras para obtener resultados más rápidos y precisos."
"Grade 8",1,21,"Anthropocene","A new epoch in geologic time that has been proposed by scientists to mark intense human activities such as carbon emissions, the use of plastics and various metals, fertilizers, global climate change, radioactivity in the atmosphere, and so on.","Antropoceno","Una nueva época en tiempo geológico que ha sido propuesta por científicos para señalar las intensas actividades humanas como emisiones de carbono, el uso de plásticos y varios metales, fertilizadores, cambio climático global, radioactividad en la atmósfera, etcétera."
"Grade 8",1,21,"Epoch","A subdivision of periods in the geologic time scale.","Época","Una subdivisión de periodos en una escola de tiempo geológica."
"Grade 8",1,21,"Geologic time scale","A system of chronological measurement that relates stratigraphy to time and is used by geologists, paleontologists, and other Earth scientists to describe the timing and relationships between events that have occurred throughout Earth`s history.","Escala de tiempo geológica","Un sistema de medida cronólogica que relaciona la estratigrafía con el tiempo y es usado por geólogos, paleontólogos, y otros científicos de la Tierra para describir el tiempo y las relaciones entre eventos que han ocurrido durante la historia de la Tierra."
"Grade 8",2,2,"Evolution","Changes in a species that take place over long periods of time.","Evolución","Cambios o transformación en una especie que ocurre durante largos periodos de tiempo."
"Grade 8",2,4,"Story arc","The principal plot of an ongoing storyline; the continuous progression or line of development in a story.","Arco de historia","La trama principal de una historia en progreso; la progresión continua o desarrollo de una historia."
"Grade 8",2,5,"Fossil","Any remains, impression, or trace of a living thing from a former geologic age, such as a skeleton, footprint, or similar.","Fósil","Restos, impresiones, o rastro de un ser vivo de una era geológica antigua, cómo esqueletos, huellas, o rastros similares."
"Grade 8",2,5,"Fossilization","The process of fossilizing a plant or animal that existed in an earlier age; the process of being turned to stone.","Fosilización","El proceso de focilización de una planta o animal que existio en una epoca anterior; el proceso de ser convertido en piedra."
"Grade 8",2,7,"Fossil record","The totality of fossilized artifacts and their placement within the Earth`s rock layers. The fossil record provides information about the history of life on Earth (e.g., what an organism looked like, where and when it lived, how it evolved, and so on).","Registro fósil","La totalidad de artefactos fosilizados y su colocación dentro de las capas de la Tierra. El registro fósil proporciona información acerca de la historia de la vida en la Tierra (por ejemplo, como lucia un organismo, donde y cuando vivía, cómo evoluciono, etcétera)."
"Grade 8",2,15,"Comparative anatomy","The investigation and comparison of the structures of different animals. Scientists can look at anatomical structures of seemingly unrelated animals to tell if they are, in fact, related and to what degree.","Anatomía comparativa","La investigación y comparación de estructuras de los diferentes animales. Los científicos pueden observar estructuras anatómicas de animales aparentemente no relacionados para saber si en verdad, que tanto estan relacionados."
"Grade 8",2,15,"Homology","The state of having the same or similar relation, relative position, or structure.","Homología","El estado de tener la misma relación o similar, posición relativa, o estructura."
"Grade 8",2,16,"Homology","The state of having the same or similar relation, relative position, or structure.","Homología","El estado de tener una misma relación o similar, posición relativa, o estructura."
"Grade 8",3,3,"Consumption","The using up of a resource.","Consumo","El uso de un recurso."
"Grade 8",3,3,"Ecological footprint","How much biologically-productive area it takes to absorb a population`s carbon dioxide emissions and generate all the resources the population consumes.","Huella ecológica","Que tan biológicamente productiva es una área en absorber las emisiones de dióxido de carbono población y generar todos los recursos que la población consume."
"Grade 8",3,3,"Sustainability","Actions, processes, or resources that meet the needs of the present generation without compromising the needs of future generations.","Sostenibilidad","Acciones, procesos, o recursos que satisfacen las necesidades de la generación actual sin comprometer las necesidades de las futuras generaciones."
"Grade 8",3,5,"Essential good","A physical item required by a consumer in order to sustain health or life. Examples include food, water, gasoline, heating fuel, building materials for shelter, and so on.","Bien esencial","Un objecto físico necesario para un consumidor para mantener la salud o vida. Ejemplos incluyen comida, agua, gasolina, combustible, materiales para construir refugios, etcétera."
"Grade 8",3,5,"Luxury good","A product which is not necessary, but which tends to make life more pleasant for a consumer. Examples include jewelry, cosmetics, games, and so on.","Bien lujoso","Un producto el cual no es necesario, pero que tiende a hacer la vida de un consumidor mas placentera. Ejemplos incluyen smartphones, joyas, vehículos, etcétera."
"Grade 8",3,11,"Absorption","The act of a wave encounters a medium and causing the medium`s molecules to vibrate and move. This vibration absorbs or takes some of the energy away from the wave, and less of the energy is reflected.","Absorción","Cuando una onda se encuentra con un medio y causa que las moléculas vibren y se muevan. Esta vibración absorbe o toma alguna de la energía de la onda, y menos energía es reflejada."
"Grade 8",3,11,"Reflection","The act of a wave hitting a new medium that acts as a barrier and causes the energy to bounce off of it.","Reflección","El acto de cuando una onda pega con un nuevo medio y causa que la energía se refleje. "
"Grade 8",3,11,"Transmission","The act of a wave passing through a medium.","Transmisión","El acto de una onda en pasar a través de un medio."
"Grade 8",3,12,"Absorption","The act of a wave encounters a medium and causing the medium`s molecules to vibrate and move. This vibration absorbs or takes some of the energy away from the wave, and less of the energy is reflected.","Absorción","Cuando una onda se encuentra con un medio y causa que las moléculas vibren y se muevan. Esta vibración absorbe o toma alguna de la energía de la onda, y menos energía es reflejada."
"Grade 8",3,12,"Reflection","The act of a wave hitting a new medium that acts as a barrier and causes the energy to bounce off of it.","Reflección","El acto de cuando una onda pega con un nuevo medio y causa que la energía se refleje. "
"Grade 8",3,12,"Transmission","The act of a wave passing through a medium.","Transmisión","El acto de una onda en pasar a través de un medio."
"Grade 8",3,13,"Reflection","The act of a wave hitting a new medium that acts as a barrier and causes the energy to bounce off of it.","Reflección","El acto de cuando una onda pega con un nuevo medio y causa que la energía se refleje. "
"Grade 8",3,13,"Transmission","The act of a wave passing through a medium.","Transmisión","El acto de una onda en pasar a través de un medio."
"Grade 8",3,13,"Absorption","The act of a wave encounters a medium and causing the medium`s molecules to vibrate and move. This vibration absorbs or takes some of the energy away from the wave, and less of the energy is reflected.","Absorción","Cuando una onda se encuentra con un medio y causa que las moléculas vibren y se muevan. Esta vibración absorbe o toma alguna de la energía de la onda, y menos energía es reflejada."
"Grade 8",3,15,"Satellite","A human-built object that orbits a planet, such as Earth, and performs a specific task by receiving and transmitting signals.","Satélite","Un objeto construido por humanos que gira alrededor del planeta, como la Tierra, y realiza una tarea específica recibiendo y transmitiendo señales."
"Grade 8",3,17,"Landsat","A satellite program jointly run by NASA and USGS that has been capturing images of the Earth`s surface since 1972. It is effective at showing change over time, especially as it pertains to human activity.","Landsat","Un programa de satélites ejecutado continuamente por la NASA y USGS que ha estado capturando imágenes de la superficie de la Tierra desde 1972. Es efectivo en mostrar los cambios a lo largo del tiempo, especialmente ya que afecta a la actividad humana."
"Grade 8",3,17,"Satellite","A human-built object that orbits a planet, such as Earth, and performs a specific task by receiving and transmitting signals.","Satélite","Un objeto construido por humanos que gira alrededor del planeta, como la Tierra, y realiza una tarea específica recibiendo y transmitiendo señales."
"Grade 8",3,18,"Analog","A way to encode and transmit information using electrical pulses with a continuous range of values that represent varying amplitudes.","Analógico","Una manera de codificar y transmitir información usando pulsos eléctricos con un rango continuo de valores que representan varias amplitudes."
"Grade 8",3,18,"Digital","A way to encode and transmit information using a series of electrical pulses in discrete values or binary format (zero or one), in which each bit is representative of two distinct amplitudes.","Digital","Una manera de codificar y transmitir una serie de pulsos eléctricos en valores discretos o formato binario (zero o uno), en el cual cada bit representa dos amplitudes distintas."
"Grade 8",3,18,"Signal","A gesture, action, sound, or electrical pulse that can be varied in such a way as to convey information.","Señal","Un gesto, acción, sonido, o pulso eléctrico que puede variar en la manera para transmitir información."
"Grade 8",3,19,"Encode","To convert information into a particular form.","Codificar","Convertir información a una forma en particular."
"Grade 8",3,19,"Analog","A way to encode and transmit information using electrical pulses with a continuous range of values that represent varying amplitudes.","Analógico","Una manera de codificar y transmitir información usando pulsos eléctricos con un rango continuo de valores que representan varias amplitudes."
"Grade 8",3,19,"Digital","A way to encode and transmit information using a series of electrical pulses in discrete values or binary format (zero or one), in which each bit is representative of two distinct amplitudes.","Digital","Una manera de codificar y transmitir una serie de pulsos eléctricos en valores discretos o formato binario (zero o uno), en el cual cada bit representa dos amplitudes distintas."
"Grade 8",3,19,"Signal","A gesture, action, sound, or electrical pulse that can be varied in such a way as to convey information.","Señal","Un gesto, acción, sonido, o pulso eléctrico que puede variar en la manera para transmitir información."
"Grade 8",3,19,"Transmit","To send out a signal by electromagnetic waves or over a wire.","Transmitir","Mandar una señal con ondas electromagnéticas o sobre un cable."
"Grade 8",3,20,"Analog","A way to encode and transmit information using electrical pulses with a continuous range of values that represent varying amplitudes.","Analógico","Una manera de codificar y transmitir información usando pulsos eléctricos con un rango continuo de valores que representan varias amplitudes."
"Grade 8",3,20,"Digital","A way to encode and transmit information using a series of electrical pulses in discrete values or binary format (zero or one), in which each bit is representative of two distinct amplitudes.","Digital","Una manera de codificar y transmitir una serie de pulsos eléctricos en valores discretos o formato binario (zero o uno), en el cual cada bit representa dos amplitudes distintas."
"Grade 8",3,20,"Encode","To convert information into a particular form.","Codificar","Convertir información a una forma en particular."
"Grade 8",3,20,"Signal","A gesture, action, sound, or electrical pulse that can be varied in such a way as to convey information.","Señal","Un gesto, acción, sonido, o pulso eléctrico que puede variar en la manera para transmitir información."
"Grade 8",3,20,"Transmit","To send out a signal by electromagnetic waves or over a wire.","Transmitir","Mandar una señal con ondas electromagnéticas o sobre un cable."
"Grade 8",3,21,"Satellite","A human-built object that orbits a planet, such as Earth, and performs a specific task by receiving and transmitting signals.","Satélite","Un objeto construido por humanos que gira alrededor del planeta, como la Tierra, y realiza una tarea específica recibiendo y transmitiendo señales."
"Grade 8",3,21,"Storyboard","A graphic organizer in the form of illustrations or images displayed in sequence for the purpose of visualizing an animation, movie, or other interactive media sequence.","Guión gráfico","Un organizador gráfico en la forma de ilustraciones o imágenes mostradas en secuencia para el propósito de visualizar una animación, película, u otra secuencia interactiva."
"Grade 8",3,23,"Remote sensing","The science of identifying, observing, and measuring an object without coming into direct contact with it. Remote sensing involves the detection and measurement of different wavelengths of radiation that are reflected or emitted from distant objects or materials.","Detección remota","La ciencia de identificar, observar, y medir un objeto sin tener que tener contacto directo con este. La detección remota involucra la detección y la medición de diferentes longitudes de ondas de radiación que son reflejadas o emitidas de objetos o materiales distantes. "
"Grade 8",3,23,"Satellite","A human-built object that orbits a planet, such as Earth, and performs a specific task by receiving and transmitting signals.","Satélite","Un objeto construido por humanos que gira alrededor del planeta, como la Tierra, y realiza una tarea específica recibiendo y transmitiendo señales."
"Grade 8",3,23,"Storyboard","A graphic organizer in the form of illustrations or images displayed in sequence for the purpose of visualizing an animation, movie, or other interactive media sequence.","Guión gráfico","Un organizador gráfico en la forma de ilustraciones o imágenes mostradas en secuencia para el propósito de visualizar una animación, película, u otra secuencia interactiva."
"Grade 8",3,24,"Remote sensing","The science of identifying, observing, and measuring an object without coming into direct contact with it. Remote sensing involves the detection and measurement of different wavelengths of radiation that are reflected or emitted from distant objects or materials.","Detección remota","La ciencia de identificar, observar, y medir un objeto sin tener que tener contacto directo con este. La detección remota involucra la detección y la medición de diferentes longitudes de ondas de radiación que son reflejadas o emitidas de objetos o materiales distantes. "
"Grade 8",3,24,"Satellite","A human-built object that orbits a planet, such as Earth, and performs a specific task by receiving and transmitting signals.","Satélite","Un objeto construido por humanos que gira alrededor del planeta, como la Tierra, y realiza una tarea específica recibiendo y transmitiendo señales."
"Grade 8",3,24,"Storyboard","A graphic organizer in the form of illustrations or images displayed in sequence for the purpose of visualizing an animation, movie, or other interactive media sequence.","Guión gráfico","Un organizador gráfico en la forma de ilustraciones o imágenes mostradas en secuencia para el propósito de visualizar una animación, película, u otra secuencia interactiva."
"Grade 8",3,25,"Ecological footprint","How much biologically-productive area it takes to absorb a population`s carbon dioxide emissions and generate all the resources the population consumes.","Huella ecológica","Que tan biológicamente productiva es una área en absorber las emisiones de dióxido de carbono población y generar todos los recursos que la población consume."
"Grade 8",3,25,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",3,26,"Ecological footprint","How much biologically-productive area it takes to absorb a population`s carbon dioxide emissions and generate all the resources the population consumes.","Huella ecológica","Que tan biológicamente productiva es una área en absorber las emisiones de dióxido de carbono población y generar todos los recursos que la población consume."
"Grade 8",3,26,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",3,26,"Social math","The practice of translating statistics and other data so that they become interesting and meaningful to the audience; a way of using data to tell a story.","Matemática social","La práctica de convertir estadísticas y otros datos para que sean interesantes y significativos para la audiencia; una forma de usar datos para contar una historia."
"Grade 8",3,27,"Ecological footprint","How much biologically-productive area it takes to absorb a population`s carbon dioxide emissions and generate all the resources the population consumes.","Huella ecológica","Que tan biológicamente productiva es una área en absorber las emisiones de dióxido de carbono población y generar todos los recursos que la población consume."
"Grade 8",3,27,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",3,27,"Social math","The practice of translating statistics and other data so that they become interesting and meaningful to the audience; a way of using data to tell a story.","Matemática social","La práctica de convertir estadísticas y otros datos para que sean interesantes y significativos para la audiencia; una forma de usar datos para contar una historia."
"Grade 8",3,28,"Ecological footprint","How much biologically-productive area it takes to absorb a population`s carbon dioxide emissions and generate all the resources the population consumes.","Huella ecológica","Que tan biológicamente productiva es una área en absorber las emisiones de dióxido de carbono población y generar todos los recursos que la población consume."
"Grade 8",3,28,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",3,28,"Social math","The practice of translating statistics and other data so that they become interesting and meaningful to the audience; a way of using data to tell a story.","Matemática social","La práctica de convertir estadísticas y otros datos para que sean interesantes y significativos para la audiencia; una forma de usar datos para contar una historia."
"Grade 8",3,29,"Ecological footprint","How much biologically-productive area it takes to absorb a population`s carbon dioxide emissions and generate all the resources the population consumes.","Huella ecológica","Que tan biológicamente productiva es una área en absorber las emisiones de dióxido de carbono población y generar todos los recursos que la población consume."
"Grade 8",3,29,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",3,29,"Social math","The practice of translating statistics and other data so that they become interesting and meaningful to the audience; a way of using data to tell a story.","Matemática social","La práctica de convertir estadísticas y otros datos para que sean interesantes y significativos para la audiencia; una forma de usar datos para contar una historia."
"Grade 8",3,30,"Spectrogram","An image that shows the frequencies present and at what times in the sound they are present. A spectrogram displays different sound-energy levels with different shading or colors.","Espectrograma","Una imágen que muestra las frecuencias presentes y en que tiempo estan presentes en el sonido. Un espectrograma muestra diferentes niveles de sonido de energía con diferentes sombreados o colores."
"Grade 8",3,30,"Acoustic ecology","Sometimes called ecoacoustics or soundscape studies, acoustic ecology is a discipline studying the relationship, mediated through sound, between human beings and their environment.","Ecología acústica","A veces llamada ecoacústica o estudios del paisaje sonoro, la ecología acústica es una disciplina estudiando la relación, mediante el sonido, entre seres humanos y su entorno."
"Grade 8",3,30,"Soundscape","The sounds heard in a particular location, considered as a whole.","Paisaje sonoro","Los sonidos escuchados en una ubicación en particular, considerando todo junto."
"Grade 8",3,31,"Analog","A way to encode and transmit information using electrical pulses with a continuous range of values that represent varying amplitudes.","Analógico","Una manera de codificar y transmitir información usando pulsos eléctricos con un rango continuo de valores que representan varias amplitudes."
"Grade 8",3,31,"Consumption","The using up of a resource.","Consumo","El uso de un recurso."
"Grade 8",3,31,"Digital","A way to encode and transmit information using a series of electrical pulses in discrete values or binary format (zero or one), in which each bit is representative of two distinct amplitudes.","Digital","Una manera de codificar y transmitir una serie de pulsos eléctricos en valores discretos o formato binario (zero o uno), en el cual cada bit representa dos amplitudes distintas."
"Grade 8",3,31,"Wave","A disturbance that transfers energy from one place to another. A wave transfers energy, not matter.","Onda","Una interrupción que transfiere energía de un lugar a otro. Una onda transfiere energía, no materia."
"Grade 8",3,31,"Satellite","A human-built object that orbits a planet, such as Earth, and performs a specific task by receiving and transmitting signals.","Satélite","Un objeto construido por humanos que gira alrededor del planeta, como la Tierra, y realiza una tarea específica recibiendo y transmitiendo señales."
"Grade 8",4,1,"Trait","A physical characteristic or feature.","Rasgo","Una característica o facción física."
"Grade 8",4,4,"Natural selection","The process by which organisms that are more suited to their environment survive and reproduce most successfully; also called “survival of the fittest.”","Selección natural","El proceso por el cual los organimos son mas aptos a sobrevivir y reproducirse en su entorno; también llamado supervivencia del más apto."
"Grade 8",4,6,"Chromosome","A strand of DNA within the nucleus. The strand contains genetic information.","Cromosoma","Una hebra de ADN dentro de el núcleo. La hebra contiene información genética."
"Grade 8",4,6,"Dominant gene","A gene that is expressed if it is present.","Gen dominante","Un gen que se expresa si esta presente."
"Grade 8",4,6,"Inheritance","The transmission of genetic information from parent to offspring.","Herencia","La transmisión de información genética de padre a hijo."
"Grade 8",4,6,"Genotype","The collection of genes passed from parents to offspring.","Genotipo","La colleción de genes pasado de padres a hijo(s)."
"Grade 8",4,6,"Phenotype","The physical characteristic of a trait.","Fenotipo","La característica física de un rasgo."
"Grade 8",4,6,"Proteins","Macromolecules that determine the traits of an organism.","Proteinas","Macromoléculas que determinan los rasgos de un organismo."
"Grade 8",4,6,"Recessive gene","A gene that is expressed only if a dominant gene is not present.","Gen recesivo","Un gen que se expresa solo si un gen dominante no está presente."
"Grade 8",4,7,"Homozygous","A term used to refer to an organism that has two identical alleles for a trait.","Homocigótico","Término utilizado para referirse a un organismo que tiene dos alelos idénticos para un rasgo. "
"Grade 8",4,7,"Heterozygous","A term used to refer to an organism that has two different alleles for a trait.","Heterocigota","Término utilizado para referise a un organismo que tiene dos alelos diferentes para un rasgo."
"Grade 8",4,9,"Adaptation","The ability of natural and human systems to adjust to new or changing environments such as those with increased flooding, an effect of climate change.","Adaptación","La capacidad de los sistemas naturales y humanos para adaptarse a nuevos o medio ambientes cambiantes, como esos con un incremento en inundaciones, un efecto del cambio climático."
"Grade 8",4,9,"Natural selection","The process by which organisms that are more suited to their environment survive and reproduce most successfully; also called “survival of the fittest.”","Selección natural","El proceso por el cual los organimos son mas aptos a sobrevivir y reproducirse en su entorno; también llamado supervivencia del más apto."
"Grade 8",4,10,"Adaptation","An inherited trait that increases an organism`s chance of survival.","Adaptación","Un rasgo heredado que incrementa la posibilidad de que un organismo sobreviva."
"Grade 8",4,10,"Fitness","An organism`s ability to survive and reproduce in its specific environment.","Aptitud","La habilidad de un organismo de sobrevivir y reproducirse en un entorno específico."
